class,fn_name,address,reversed,locked,type
cTransmission,CalculateDriveAcceleration,0x006D05E0,1,0,S
cTransmission,CalculateGearForSimpleCar,0x006D0530,1,0,S
cTransmission,DisplayGearRatios,0x006D0590,1,0,S
cTransmission,InitGearRatios,0x006D0460,1,0,S
cHandlingDataMgr,ConvertBikeDataToGameUnits,0x006F5290,1,0,S
cHandlingDataMgr,ConvertBikeDataToWorldUnits,0x006F5240,1,0,S
cHandlingDataMgr,ConvertDataToGameUnits,0x006F5080,1,0,S
cHandlingDataMgr,ConvertDataToWorldUnits,0x006F5010,1,0,S
cHandlingDataMgr,FindExactWord,0x006F4F30,1,0,S
cHandlingDataMgr,GetBoatPointer,0x006F5300,1,0,S
cHandlingDataMgr,GetFlyingPointer,0x006F52D0,1,0,S
cHandlingDataMgr,GetHandlingId,0x006F4FD0,1,0,S
cHandlingDataMgr,HasFrontWheelDrive,0x006A0480,1,0,S
cHandlingDataMgr,HasRearWheelDrive,0x006A04B0,1,0,S
cHandlingDataMgr,LoadHandlingData,0x005BD830,1,0,S
cBuoyancy,AddSplashParticles,0x006C34E0,1,0,S
cBuoyancy,CalcBuoyancyForce,0x006C2750,1,0,S
cBuoyancy,FindWaterLevel,0x006C2810,1,0,S
cBuoyancy,FindWaterLevelNorm,0x006C28C0,1,0,S
cBuoyancy,PreCalcSetup,0x006C2B90,1,0,S
cBuoyancy,ProcessBuoyancy,0x006C3EF0,1,0,S
cBuoyancy,ProcessBuoyancyBoat,0x006C3030,1,0,S
cBuoyancy,SimpleCalcBuoyancy,0x006C3B00,1,0,S
cBuoyancy,SimpleSumBuoyancyData,0x006C2970,1,0,S
WaterCreature_c,Exit,0x006E3E60,1,0,S
WaterCreature_c,Init,0x006E4160,1,0,S
WaterCreature_c,Update,0x006E4670,1,0,S
WaterCreatureManager_c,CanAddWaterCreatureAtPos,0x006E4510,1,0,S
WaterCreatureManager_c,Exit,0x006E3FD0,1,0,S
WaterCreatureManager_c,GetRandomWaterCreatureId,0x006E4040,1,0,S
WaterCreatureManager_c,Init,0x006E3F90,1,0,S
WaterCreatureManager_c,TryToExitGroup,0x006E45B0,1,0,S
WaterCreatureManager_c,TryToFreeUpWaterCreatures,0x006E40E0,1,0,S
WaterCreatureManager_c,Update,0x006E4F10,1,0,S
VideoMode,FreeVideoModeList,0x00745A80,1,0,S
VideoMode,GetVideoModeList,0x00745AF0,1,0,S
VideoMode,IsVideoModeExclusive,0x00745CA0,1,0,S
VideoMode,SetVideoMode,0x00745C70,1,0,S
SurfaceInfos_c,CanClimb,0x0055EA10,1,0,S
SurfaceInfos_c,CantSprintOn,0x0055E870,1,0,S
SurfaceInfos_c,CreatesObjects,0x0055E9F0,1,0,S
SurfaceInfos_c,CreatesPlants,0x0055E9D0,1,0,S
SurfaceInfos_c,CreatesSparks,0x0055E850,1,0,S
SurfaceInfos_c,CreatesWheelDust,0x0055E970,1,0,S
SurfaceInfos_c,CreatesWheelGrass,0x0055E910,1,0,S
SurfaceInfos_c,CreatesWheelGravel,0x0055E930,1,0,S
SurfaceInfos_c,CreatesWheelMud,0x0055E950,1,0,S
SurfaceInfos_c,CreatesWheelSand,0x0055E990,1,0,S
SurfaceInfos_c,CreatesWheelSpray,0x0055E9B0,1,0,S
SurfaceInfos_c,GetAdhesionGroup,0x0055E5C0,1,0,S
SurfaceInfos_c,GetAdhesiveLimit,0x0055EB50,1,0,S
SurfaceInfos_c,GetBulletFx,0x0055E670,1,0,S
SurfaceInfos_c,GetFlammability,0x0055E830,1,0,S
SurfaceInfos_c,GetFrictionEffect,0x0055E650,1,0,S
SurfaceInfos_c,GetRoughness,0x0055E810,1,0,S
SurfaceInfos_c,GetSkidmarkType,0x0055E630,1,0,S
SurfaceInfos_c,GetSurfaceIdFromName,0x0055D220,1,0,S
SurfaceInfos_c,GetTyreGrip,0x0055E5E0,1,0,S
SurfaceInfos_c,GetWetMultiplier,0x0055E600,1,0,S
SurfaceInfos_c,Init,0x0055F420,1,0,S
SurfaceInfos_c,IsAudioConcrete,0x0055EA30,1,0,S
SurfaceInfos_c,IsAudioGrass,0x0055EA50,1,0,S
SurfaceInfos_c,IsAudioGravel,0x0055EA90,1,0,S
SurfaceInfos_c,IsAudioLongGrass,0x0055EB10,1,0,S
SurfaceInfos_c,IsAudioMetal,0x0055EAF0,1,0,S
SurfaceInfos_c,IsAudioSand,0x0055EA70,1,0,S
SurfaceInfos_c,IsAudioTile,0x0055EB30,1,0,S
SurfaceInfos_c,IsAudioWater,0x0055EAD0,1,0,S
SurfaceInfos_c,IsAudioWood,0x0055EAB0,1,0,S
SurfaceInfos_c,IsBeach,0x0055E750,1,0,S
SurfaceInfos_c,IsGlass,0x0055E790,1,0,S
SurfaceInfos_c,IsPavement,0x0055E7F0,1,0,S
SurfaceInfos_c,IsSand,0x0055E6F0,1,0,S
SurfaceInfos_c,IsSeeThrough,0x0055E6B0,1,0,S
SurfaceInfos_c,IsShallowWater,0x0055E730,1,0,S
SurfaceInfos_c,IsShootThrough,0x0055E6D0,1,0,S
SurfaceInfos_c,IsSkateable,0x0055E7D0,1,0,S
SurfaceInfos_c,IsSoftLanding,0x0055E690,1,0,S
SurfaceInfos_c,IsStairs,0x0055E7B0,1,0,S
SurfaceInfos_c,IsSteepSlope,0x0055E770,1,0,S
SurfaceInfos_c,IsWater,0x0055E710,1,0,S
SurfaceInfos_c,LeavesFootsteps,0x0055E890,1,0,S
SurfaceInfos_c,MakesCarClean,0x0055E8F0,1,0,S
SurfaceInfos_c,MakesCarDirty,0x0055E8D0,1,0,S
SurfaceInfos_c,ProducesFootDust,0x0055E8B0,1,0,S
Securom,SecuromDisplayInit,0x00744A70,1,0,S
Securom,SecuromStateDisplay,0x00744AE0,1,0,S
RwHelper,AtomicRemoveAnimFromSkinCB,0x00734B90,1,0,S
RwHelper,Get2DEffectAtomic,0x00734880,1,0,S
RwHelper,GetAnimHierarchyFromClump,0x00734B10,1,0,S
RwHelper,GetAnimHierarchyFromSkinClump,0x00734A40,1,0,S
RwHelper,GetEventGlobalGroup,0x004ABA50,1,0,S
RwHelper,GetFirstAtomic,0x00734820,1,0,S
RwHelper,GetFirstAtomicCallback,0x00734810,1,0,S
RwHelper,GetFirstChild,0x00734900,1,0,S
RwHelper,GetFirstFrameCallback,0x007348F0,1,0,S
RwHelper,GetFirstObject,0x007348C0,1,0,S
RwHelper,GetFirstObjectCallback,0x007348B0,1,0,S
RwHelper,GetNameAndDamage,0x005370A0,1,0,S
RwHelper,RemoveRefsCB,0x007226D0,1,0,S
RwHelper,RpAtomicConvertGeometryToTL,0x00734BE0,1,0,S
RwHelper,RpAtomicConvertGeometryToTS,0x00734C20,1,0,S
RwHelper,RpClumpConvertGeometryToTL,0x00734CB0,1,0,S
RwHelper,RpClumpConvertGeometryToTS,0x00734D30,1,0,S
RwHelper,SetFilterModeOnAtomicsTextures,0x00734D80,1,0,S
RwHelper,SetFilterModeOnClumpsTextures,0x00734DC0,1,0,S
RwHelper,SkinAtomicGetHAnimHierarchCB,0x00734A20,1,0,S
RwHelper,atomicConvertGeometryToTL,0x00734C60,1,0,S
RwHelper,atomicConvertGeometryToTS,0x00734CE0,1,0,S
RwHelper,forceLinearFilteringAtomicsCB,0x00734DA0,1,0,S
RwHelper,forceLinearFilteringMatTexturesCB,0x00734D60,1,0,S
Rs,RsAlwaysOnTop,0x00619460,1,0,S
Rs,RsCameraBeginUpdate,0x00619450,1,0,S
Rs,RsErrorMessage,0x00619B00,1,0,S
Rs,RsEventHandler,0x00619B60,1,0,S
Rs,RsGrabScreen,0x00619AF0,1,0,S
Rs,RsInitialize,0x00619600,1,0,S
Rs,RsInputDeviceAttach,0x006194C0,1,0,S
Rs,RsKeyFromScanCode,0x006193F0,1,0,S
Rs,RsKeyboardEventHandler,0x00619560,1,0,S
Rs,RsMouseEventHandler,0x00619580,1,0,S
Rs,RsMouseSetPos,0x006194A0,1,0,S
Rs,RsMouseSetVisibility,0x00619490,1,0,S
Rs,RsPadEventHandler,0x006195A0,1,0,S
Rs,RsPathGetSeparator,0x00619430,1,0,S
Rs,RsPathnameCreate,0x006195D0,1,0,S
Rs,RsPathnameDestroy,0x006195C0,1,0,S
Rs,RsRegisterImageLoader,0x00619470,1,0,S
Rs,RsRwInitialize,0x00619C90,1,0,S
Rs,RsRwTerminate,0x006195E0,1,0,S
Rs,RsSelectDevice,0x006194B0,1,0,S
Rs,RsSetDebug,0x00619480,1,0,S
Rs,RsTerminate,0x006195F0,1,0,S
Rs,RsTimer,0x00619410,1,0,S
Rs,RsWarningMessage,0x00619B30,1,0,S
Rs,RsWindowSetText,0x00619420,1,0,S
Rs,rsCommandLine,0x00619510,1,0,S
Rs,rsPreInitCommandLine,0x00619530,1,0,S
RenderBuffer,ClearRenderBuffer,0x00707790,1,0,S
RenderBuffer,RenderStuffInBuffer,0x00707800,1,0,S
RenderBuffer,StartStoring,0x00708290,1,0,S
RenderBuffer,StopStoring,0x007077A0,1,0,S
ModelIndices,InitModelIndices,0x005BCA10,1,0,S
ModelIndices,MatchAllModelStrings,0x005B57C0,1,0,S
IKChain_c,ClampLimits,0x00618520,1,0,S
IKChain_c,Exit,0x00617870,1,0,S
IKChain_c,GetBoneNodeFromTag,0x00617C60,1,0,S
IKChain_c,GetBoneSpeed,0x00618630,1,0,S
IKChain_c,GetLimits,0x00618590,1,0,S
IKChain_c,GetPriority,0x00617C50,1,0,S
IKChain_c,Init,0x00618370,1,0,S
IKChain_c,IsAtTarget,0x00617F30,1,0,S
IKChain_c,IsFacingTarget,0x00617E60,1,0,S
IKChain_c,MoveBonesToTarget,0x006178B0,1,0,S
IKChain_c,SetBlend,0x00617C10,1,0,S
IKChain_c,SetBoneSpeed,0x00618680,1,0,S
IKChain_c,SetLimits,0x006185E0,1,0,S
IKChain_c,SetOffsetBoneTag,0x00617C20,1,0,S
IKChain_c,SetOffsetPos,0x00617C30,1,0,S
IKChain_c,SetupBones,0x00617CA0,1,0,S
IKChain_c,Update,0x006184B0,1,0,S
IKChain_c,UpdateEntity,0x00617E00,1,0,S
IKChain_c,UpdateOffset,0x00617E20,1,0,S
IKChain_c,UpdateTarget,0x00617E50,1,0,S
IKChainManager_c,AbortLookAt,0x00618280,1,0,S
IKChainManager_c,AbortPointArm,0x006182F0,1,0,S
IKChainManager_c,AddIKChain,0x00618750,1,0,S
IKChainManager_c,CanAccept,0x00618800,1,0,S
IKChainManager_c,CanAcceptLookAt,0x006188B0,1,0,S
IKChainManager_c,Exit,0x006180D0,1,0,S
IKChainManager_c,GetLookAtEntity,0x006181D0,1,0,S
IKChainManager_c,GetLookAtOffset,0x00618210,1,0,S
IKChainManager_c,Init,0x006180A0,1,0,S
IKChainManager_c,IsArmPointing,0x006182B0,1,0,S
IKChainManager_c,IsFacingTarget,0x00618330,1,0,S
IKChainManager_c,IsLooking,0x006181A0,1,0,S
IKChainManager_c,LookAt,0x00618970,1,0,S
IKChainManager_c,PointArm,0x00618B60,1,0,S
IKChainManager_c,RemoveIKChain,0x00618170,1,0,S
IKChainManager_c,Reset,0x00618140,1,0,S
IKChainManager_c,Update,0x006186D0,1,0,S
CdStream,CdStreamGetStatus,0x004063E0,1,0,S
CdStream,CdStreamInit,0x00406B70,1,0,S
CdStream,CdStreamInitThread,0x004068F0,1,0,S
CdStream,CdStreamOpen,0x004067B0,1,0,S
CdStream,CdStreamRead,0x00406A20,1,0,S
CdStream,CdStreamRemoveImages,0x00406690,1,0,S
CdStream,CdStreamShutdown,0x00406370,1,0,S
CdStream,CdStreamSync,0x00406460,1,0,S
CdStream,CdStreamThread,0x00406560,1,0,S
C_PcSave,DeleteSlot,0x006190D0,1,0,S
C_PcSave,GenerateGameFilename,0x006190A0,0,1,S
C_PcSave,PopulateSlotInfo,0x00619140,1,0,S
C_PcSave,SaveSlot,0x00619060,1,0,S
C_PcSave,SetSaveDirectory,0x00619040,1,0,S
CWorld,Add,0x00563220,1,0,S
CWorld,CallOffChaseForArea,0x00566A60,1,0,S
CWorld,CallOffChaseForAreaSectorListPeds,0x00563D00,1,0,S
CWorld,CallOffChaseForAreaSectorListVehicles,0x00563A80,1,0,S
CWorld,CameraToIgnoreThisObject,0x00563F40,1,0,S
CWorld,CastShadowSectorList<CPtrListDoubleLink<CPhysical*>>,0x00563390,1,0,S
CWorld,ClearCarsFromArea,0x00566610,1,0,S
CWorld,ClearExcitingStuffFromArea,0x0056A0D0,1,0,S
CWorld,ClearForRestart,0x00564360,1,0,S
CWorld,ClearPedsFromArea,0x005667F0,1,0,S
CWorld,ClearScanCodes,0x00563470,1,0,S
CWorld,ExtinguishAllCarFiresInArea,0x00566950,1,0,S
CWorld,FindGroundZFor3DCoord,0x005696C0,1,0,S
CWorld,FindGroundZForCoord,0x00569660,1,0,S
CWorld,FindLodOfTypeInRange,0x00564ED0,1,0,S
CWorld,FindLowestZForCoord,0x005697F0,1,0,S
CWorld,FindMissionEntitiesIntersectingCube,0x00569240,1,0,S
CWorld,FindMissionEntitiesIntersectingCubeSectorList<CPtrListDoubleLink<CPhysical*>>,0x00565300,1,0,S
CWorld,FindNearestObjectOfType,0x005693F0,1,0,S
CWorld,FindNearestObjectOfTypeSectorList<CPtrListDoubleLink<CPhysical*>>,0x00565450,1,0,S
CWorld,FindObjectsInRange,0x00564A20,1,0,S
CWorld,FindObjectsInRangeSectorList<CPtrListDoubleLink<CPhysical*>>,0x00563500,1,0,S
CWorld,FindObjectsIntersectingAngledCollisionBox,0x00568FF0,1,0,S
CWorld,FindObjectsIntersectingAngledCollisionBoxSectorList<CPtrListDoubleLink<CPhysical*>>,0x00565200,1,0,S
CWorld,FindObjectsIntersectingCube,0x00568DD0,1,0,S
CWorld,FindObjectsIntersectingCubeSectorList<CPtrListDoubleLink<CPhysical*>>,0x005650E0,1,0,S
CWorld,FindObjectsKindaColliding,0x00568B80,1,0,S
CWorld,FindObjectsKindaCollidingSectorList<CPtrListDoubleLink<CPhysical*>>,0x00565000,1,0,S
CWorld,FindObjectsOfTypeInRange,0x00564C70,1,0,S
CWorld,FindObjectsOfTypeInRangeSectorList<CPtrListDoubleLink<CPhysical*>>,0x005635C0,1,0,S
CWorld,FindPlayerCentreOfWorld,0x0056E250,1,0,S
CWorld,FindPlayerCentreOfWorldForMap,0x0056E400,1,0,S
CWorld,FindPlayerCentreOfWorld_NoSniperShift,0x0056E320,1,0,S
CWorld,FindPlayerCoors,0x0056E010,1,0,S
CWorld,FindPlayerEntity,0x0056E120,1,0,S
CWorld,FindPlayerHeading,0x0056E450,1,0,S
CWorld,FindPlayerPed,0x0056E210,1,0,S
CWorld,FindPlayerSlotWithPedPointer,0x00563FA0,1,0,S
CWorld,FindPlayerSlotWithVehiclePointer,0x00563FD0,1,0,S
CWorld,FindPlayerSpeed,0x0056E090,1,0,S
CWorld,FindPlayerTrain,0x0056E160,1,0,S
CWorld,FindPlayerVehicle,0x0056E0D0,1,0,S
CWorld,FindPlayerWanted,0x0056E230,1,0,S
CWorld,FindRoofZFor3DCoord,0x00569750,1,0,S
CWorld,FindUnsuspectingTargetCar,0x00566C90,1,0,S
CWorld,FindUnsuspectingTargetPed,0x00566DA0,1,0,S
CWorld,GetCurrentScanCode,0x00407250,1,0,S
CWorld,GetIsLineOfSightClear,0x0056A490,1,0,S
CWorld,GetIsLineOfSightSectorClear,0x00568AD0,1,0,S
CWorld,GetIsLineOfSightSectorListClear<CPtrListDoubleLink<CPhysical*>>,0x00564970,1,0,S
CWorld,GetLodPtrList,0x004072C0,1,0,S
CWorld,GetRepeatSector,0x004072A0,1,0,S
CWorld,GetSector,0x00407260,1,0,S
CWorld,Initialise,0x005631E0,1,0,S
CWorld,PrintCarChanges,0x00566420,1,0,S
CWorld,Process,0x005684A0,1,0,S
CWorld,ProcessAttachedEntities,0x005647F0,1,0,S
CWorld,ProcessForAnimViewer,0x005633D0,1,0,S
CWorld,ProcessLineOfSight,0x0056BA00,1,0,S
CWorld,ProcessLineOfSightSector,0x0056B5E0,1,0,S
CWorld,ProcessLineOfSightSectorList<CPtrListDoubleLink<CPhysical*>>,0x00566EE0,1,0,S
CWorld,ProcessPedsAfterPreRender,0x00563430,1,0,S
CWorld,ProcessVerticalLine,0x005674E0,1,0,S
CWorld,ProcessVerticalLineSector,0x00564500,1,0,S
CWorld,ProcessVerticalLineSectorList<CPtrListDoubleLink<CPhysical*>>,0x005632B0,1,0,S
CWorld,ProcessVerticalLineSectorList_FillGlobeColPoints<CPtrListDoubleLink<CPhysical*>>,0x005636A0,1,0,S
CWorld,ProcessVerticalLineSector_FillGlobeColPoints,0x00564420,1,0,S
CWorld,ProcessVerticalLine_FillGlobeColPoints,0x00567620,1,0,S
CWorld,Remove,0x00563280,1,0,S
CWorld,RemoveEntityInsteadOfProcessingIt,0x00563A10,1,0,S
CWorld,RemoveFallenCars,0x00565E80,1,0,S
CWorld,RemoveFallenPeds,0x00565CB0,1,0,S
CWorld,RemoveReferencesToDeletedObject,0x00565510,1,0,S
CWorld,RemoveStaticObjects,0x00563840,1,0,S
CWorld,RepositionCertainDynamicObjects,0x0056B9C0,1,0,S
CWorld,RepositionOneObject,0x00569850,1,0,S
CWorld,ResetLineTestOptions,0x005631C0,1,0,S
CWorld,SetAllCarsCanBeDamaged,0x005668F0,1,0,S
CWorld,SetCarsOnFire,0x005659F0,1,0,S
CWorld,SetPedsChoking,0x00565800,1,0,S
CWorld,SetPedsOnFire,0x00565610,1,0,S
CWorld,SetWorldOnFire,0x0056B910,1,0,S
CWorld,ShutDown,0x00564050,1,0,S
CWorld,SprayPaintWorld,0x00565B70,1,0,S
CWorld,StopAllLawEnforcersInTheirTracks,0x00566C10,1,0,S
CWorld,TestForBuildingsOnTopOfEachOther-Void,0x005664A0,1,0,S
CWorld,TestForBuildingsOnTopOfEachOther<CPtrListDoubleLink<CPhysical*>>-,0x00563950,1,0,S
CWorld,TestForUnusedModels-,0x00566510,1,0,S
CWorld,TestForUnusedModels<CPtrListDoubleLink<CPhysical*>>-InputArray,0x005639D0,1,0,S
CWorld,TestSphereAgainstSectorList<CPtrListDoubleLink<CPhysical*>>,0x00566140,1,0,S
CWorld,TestSphereAgainstWorld,0x00569E20,1,0,S
CWorld,TriggerExplosion,0x0056B790,1,0,S
CWorld,TriggerExplosionSectorList<CPtrListDoubleLink<CPhysical*>>,0x00567750,1,0,S
CWorld,UseDetonator,0x005660B0,1,0,S
CWindModifiers,FindWindModifier,0x0072C950,1,0,S
CWindModifiers,RegisterOne,0x0072C8B0,1,0,S
CWeather,AddRain,0x0072A9A0,0,1,S
CWeather,AddSandStormParticles,0x0072A820,1,0,S
CWeather,FindWeatherTypesList,0x0072A520,1,0,S
CWeather,ForceWeather,0x0072A4E0,1,0,S
CWeather,ForceWeatherNow,0x0072A4F0,1,0,S
CWeather,ForecastWeather,0x0072A590,0,1,S
CWeather,Init,0x0072A480,1,0,S
CWeather,IsRainy,0x004ABF50,1,0,S
CWeather,ReleaseWeather,0x0072A510,1,0,S
CWeather,RenderRainStreaks,0x0072AF70,1,0,S
CWeather,SetWeatherToAppropriateTypeNow,0x0072A790,1,0,S
CWeather,Update,0x0072B850,0,1,S
CWeather,UpdateInTunnelness,0x0072B630,1,0,S
CWeaponInfo,FindWeaponFireType,0x005BCF30,1,0,S
CWeaponInfo,FindWeaponType,0x00743D10,1,0,S
CWeaponInfo,GetCrouchReloadAnimationID,0x00685700,1,0,S
CWeaponInfo,GetSkillStatIndex,0x00743CD0,1,0,S
CWeaponInfo,GetTargetHeadRange,0x00743D50,1,0,S
CWeaponInfo,GetWeaponInfo-original,0x00743C60,1,0,S
CWeaponInfo,GetWeaponReloadTime,0x00743D70,1,0,S
CWeaponInfo,Initialise,0x005BF750,1,0,S
CWeaponInfo,LoadWeaponData,0x005BE670,1,0,S
CWeaponInfo,Shutdown,0x00743C50,1,0,S
CWeaponEffects,ClearCrossHair,0x00742C60,1,0,S
CWeaponEffects,ClearCrossHairImmediately,0x00742CA0,1,0,S
CWeaponEffects,ClearCrossHairs,0x00742C80,1,0,S
CWeaponEffects,ClearCrossHairsImmediately,0x00742CC0,1,0,S
CWeaponEffects,Init,0x00742AB0,1,0,S
CWeaponEffects,IsLockedOn,0x00742BD0,1,0,S
CWeaponEffects,MarkTarget,0x00742BF0,1,0,S
CWeaponEffects,Render,0x00742CF0,0,1,S
CWeaponEffects,Shutdown,0x00742B80,1,0,S
CWeapon,AddGunshell,0x0073A3E0,1,0,S
CWeapon,CanBeUsedFor2Player-Method,0x0073DEF0,1,0,S
CWeapon,CanBeUsedFor2Player-Static,0x0073B240,1,0,S
CWeapon,CheckForShootingVehicleOccupant,0x0073F480,0,1,S
CWeapon,Constructor,0x0073B430,1,0,S
CWeapon,DoBulletImpact,0x0073B550,1,0,S
CWeapon,DoDoomAiming,0x0073CDC0,1,0,S
CWeapon,DoDriveByAutoAiming,0x0073D720,0,1,S
CWeapon,DoTankDoomAiming,0x0073D1E0,0,1,S
CWeapon,DoWeaponEffect,0x0073E690,1,0,S
CWeapon,EvaluateTargetForHeatSeekingMissile,0x0073E560,1,0,S
CWeapon,FindNearestTargetEntityWithScreenCoors,0x0073E240,0,1,S
CWeapon,Fire,0x00742300,1,0,S
CWeapon,FireAreaEffect,0x0073E800,1,0,S
CWeapon,FireFromCar,0x0073FA20,1,0,S
CWeapon,FireInstantHit,0x0073FB10,0,1,S
CWeapon,FireInstantHitFromCar,0x0073EC40,0,1,S
CWeapon,FireInstantHitFromCar2,0x0073CBA0,1,0,S
CWeapon,FireM16_1stPerson,0x00741C00,1,0,S
CWeapon,FireOneInstantHitRound,0x0073AF00,1,0,S
CWeapon,FireProjectile,0x00741360,1,0,S
CWeapon,FireSniper,0x0073AAC0,1,0,S
CWeapon,GenerateDamageEvent,0x0073A530,1,0,S
CWeapon,HasWeaponAmmoToBeUsed,0x0073B2A0,1,0,S
CWeapon,Initialise,0x0073B4A0,1,0,S
CWeapon,InitialiseWeapons,0x0073A300,1,0,S
CWeapon,IsType2Handed,0x0073B1E0,1,0,S
CWeapon,IsTypeMelee,0x0073B1C0,1,0,S
CWeapon,IsTypeProjectile,0x0073B210,1,0,S
CWeapon,LaserScopeDot,0x0073A8D0,1,0,S
CWeapon,PickTargetForHeatSeekingMissile,0x0073F910,1,0,S
CWeapon,ProcessLineOfSight,0x0073B300,1,0,S
CWeapon,Reload,0x0073AEB0,1,0,S
CWeapon,SetUpPelletCol,0x0073C710,1,0,S
CWeapon,Shutdown,0x0073A380,1,0,S
CWeapon,ShutdownWeapons,0x0073A330,1,0,S
CWeapon,StopWeaponEffect,0x0073B360,1,0,S
CWeapon,TakePhotograph,0x0073C1F0,1,0,S
CWeapon,TargetWeaponRangeMultiplier,0x0073B380,1,0,S
CWeapon,Update,0x0073DB40,1,0,S
CWeapon,UpdateWeapons,0x0073A360,1,0,S
CWaterLevel,AddWaterLevelQuad,0x006E7EF0,1,0,S
CWaterLevel,AddWaterLevelTriangle,0x006E7D40,1,0,S
CWaterLevel,AddWaterLevelVertex,0x006E5A40,1,0,S
CWaterLevel,AddWaveToResult,0x006E81E0,0,1,S
CWaterLevel,BlockHit,0x006E6CA0,1,0,S
CWaterLevel,CalculateWavesOnlyForCoordinate,0x006E6EF0,1,0,S
CWaterLevel,FindNearestWaterAndItsFlow,0x006E9D70,0,1,S
CWaterLevel,GetWaterLevel-,0x006EB690,1,0,S
CWaterLevel,GetWaterLevelNoWaves,0x006E8580,0,1,S
CWaterLevel,MarkQuadsAndPolysToBeRendered,0x006E5810,1,0,S
CWaterLevel,PreRenderWater,0x006EB710,1,0,S
CWaterLevel,RenderBoatWakes,0x006ED9A0,1,0,S
CWaterLevel,RenderFlatWaterRectangle,0x006EBEC0,1,0,S
CWaterLevel,RenderFlatWaterRectangle_OneLayer,0x006E9940,1,0,S
CWaterLevel,RenderFlatWaterTriangle,0x006EE080,1,0,S
CWaterLevel,RenderFlatWaterTriangle_OneLayer,0x006E8ED0,1,0,S
CWaterLevel,RenderWakeSegment,0x006EA260,1,0,S
CWaterLevel,RenderWater,0x006EF650,0,1,S
CWaterLevel,RenderWaterFog,0x006E7760,0,1,S
CWaterLevel,RenderWaterRectangle,0x006EC5D0,1,0,S
CWaterLevel,RenderWaterTriangle,0x006EE240,1,0,S
CWaterLevel,ScanThroughBlocks,0x006E6D10,1,0,S
CWaterLevel,SetCameraRange,0x006E9C80,1,0,S
CWaterLevel,SetUpWaterFog,0x006EA9F0,1,0,S
CWaterLevel,Shutdown,0x006E59E0,1,0,S
CWaterLevel,SplitWaterRectangleAlongXLine,0x006E73A0,1,0,S
CWaterLevel,SplitWaterRectangleAlongYLine,0x006ED6D0,1,0,S
CWaterLevel,SplitWaterTriangleAlongXLine,0x006ECF00,1,0,S
CWaterLevel,SplitWaterTriangleAlongYLine,0x006EE5A0,1,0,S
CWaterLevel,WaterLevelInitialise,0x006EAE80,1,0,S
CWaterCannons,Init,0x00728C80,1,0,S
CWaterCannons,Render,0x00729B30,1,0,S
CWaterCannons,Update,0x0072A3C0,1,0,S
CWaterCannons,UpdateOne,0x00728CB0,1,0,S
CWaterCannon,Init,0x00728B40,1,0,S
CWaterCannon,PushPeds,0x007295E0,1,0,S
CWaterCannon,Render,0x00728DA0,1,0,S
CWaterCannon,Update_NewInput,0x00728C20,1,0,S
CWaterCannon,Update_OncePerFrame,0x0072A280,1,0,S
CWanted,AddCrimeToQ,0x00562000,1,0,S
CWanted,AreArmyRequired,0x00561F80,1,0,S
CWanted,AreFbiRequired,0x00561F60,1,0,S
CWanted,AreMiamiViceRequired,0x00561F30,1,0,S
CWanted,AreSwatRequired,0x00561F40,1,0,S
CWanted,CanCopJoinPursuit-func,0x00562F60,1,0,S
CWanted,CanCopJoinPursuit-method,0x00562FB0,1,0,S
CWanted,CheatWantedLevel,0x00562540,1,0,S
CWanted,ClearQdCrimes,0x00561FE0,1,0,S
CWanted,ClearWantedLevelAndGoOnParole,0x005625A0,1,0,S
CWanted,ComputePursuitCopToDisplace,0x00562B00,1,0,S
CWanted,Initialise,0x00562390,1,0,S
CWanted,InitialiseStaticVariables,0x00561C70,1,0,S
CWanted,IsClosestCop,0x005627D0,1,0,S
CWanted,IsInPursuit,0x00562330,1,0,S
CWanted,NumOfHelisRequired,0x00561FA0,1,0,S
CWanted,RegisterCrime,0x00562410,1,0,S
CWanted,RegisterCrime_Immediately,0x00562430,1,0,S
CWanted,RemoveExcessPursuitCops,0x00562C40,1,0,S
CWanted,RemovePursuitCop-func,0x00562300,1,0,S
CWanted,RemovePursuitCop-method,0x00562C10,1,0,S
CWanted,ReportCrimeNow,0x00562120,1,0,S
CWanted,Reset,0x00562400,1,0,S
CWanted,ResetPolicePursuit,0x00561FD0,1,0,S
CWanted,SetMaximumWantedLevel,0x00561E70,1,0,S
CWanted,SetPursuitCop,0x00563060,1,0,S
CWanted,SetWantedLevel,0x00562470,1,0,S
CWanted,SetWantedLevelNoDrop,0x00562570,1,0,S
CWanted,Update,0x00562C90,1,0,S
CWanted,UpdateCrimesQ,0x00562760,1,0,S
CWanted,UpdateEachFrame,0x00562360,1,0,S
CWanted,UpdateWantedLevel,0x00561C90,1,0,S
CWanted,WorkOutPolicePresence,0x005625F0,1,0,S
CVisibilityPlugins,AddWeaponPedForPC,0x005E46D0,1,0,S
CVisibilityPlugins,AtomicCopyConstructor,0x00732170,1,0,S
CVisibilityPlugins,AtomicDestructor,0x007321A0,1,0,S
CVisibilityPlugins,CalculateFadingAtomicAlpha,0x00732500,1,0,S
CVisibilityPlugins,ClearAtomicFlag,0x00732310,1,0,S
CVisibilityPlugins,ClearClumpForAllAtomicsFlag,0x00732350,1,0,S
CVisibilityPlugins,ClumpConstructor,0x00732E10,1,0,S
